Year,POS,Player,Team,Sack
2015,DEF,Bobby Massie,Ari,0
2015,DEF,Tim Masthay,GB,0
2015,DEF,Ricardo Mathews,SD,1
2015,DEF,Robert Mathis,Ind,7
2015,DEF,Jake Matthews,Atl,0
2015,DEF,Chris Matthews,Sea,0
2015,DEF,Rishard Matthews,Mia,0
2015,DEF,Jordan Matthews,Phi,0
2015,DEF,Lorenzo Mauldin,NYJ,4
2015,DEF,Josh Mauro,Ari,1
2015,DEF,Michael Mauti,NO,0
2015,DEF,David Mayo,Car,0
2015,DEF,Jerod Mayo,NE,1
2015,DEF,Benson Mayowa,Oak,1
2015,DEF,Joe Mays,SD,0
2015,DEF,Taylor Mays,Oak,0
2015,DEF,Joey Mbu,Atl,0
2015,DEF,Pat McAfee,Ind,0
2015,DEF,Tre McBride,Ten,0
2015,DEF,Bobby McCain,Mia,0
2015,DEF,Chris McCain,Mia,1
2015,DEF,Terrell McClain,Dal,0
2015,DEF,Albert McClellan,Bal,1
2015,DEF,Shea McClellin,Chi,0
2015,DEF,Dexter McCluster,Ten,0
2015,DEF,Jason McCourty,Ten,0
2015,DEF,Josh McCown,Cle,0
2015,DEF,Gerald McCoy,TB,8.5
2015,DEF,Danny McCray,Dal,0
2015,DEF,Demetrius McCray,Jax,0
2015,DEF,L.J. McCray,SF,0
2015,DEF,Kelcie McCray,Sea,0
2015,DEF,Lerentee McCray,Den,0.5
2015,DEF,Daniel McCullers,Pit,0.5
2015,DEF,Tony McDaniel,TB,1
2015,DEF,Kevin McDermott,Min,0
2015,DEF,Clinton McDonald,TB,0
2015,DEF,Dewey McDonald,Ind,0
2015,DEF,Dexter McDonald,Oak,0
2015,DEF,Tevin McDonald,Oak,0
2015,DEF,T.J. McDonald,Stl,1
2015,DEF,Vance McDonald,SF,0
2015,DEF,Dexter McDougle,NYJ,0
2015,DEF,Darren McFadden,Dal,0
2015,DEF,Kimario McFadden,TB,0
2015,DEF,Leon McFadden,NYG,0
2015,DEF,Stacy McGee,Oak,0
2015,DEF,Keith McGill,Oak,0
2015,DEF,T.Y. McGill,Ind,3
2015,DEF,Benardrick McKinney,Hou,1
2015,DEF,Jerick McKinnon,Min,0
2015,DEF,Steve McLendon,Pit,1
2015,DEF,Sherrick McManis,Chi,0
2015,DEF,Brandon McManus,Den,0
2015,DEF,Josh McNary,Ind,0
2015,DEF,Jake McQuaide,Stl,0
2015,DEF,Brandon Mebane,Sea,1.5
2015,DEF,Jamie Meder,Cle,1
2015,DEF,Jonathan Meeks,Buf,0
2015,DEF,Henry Melton,TB,2
2015,DEF,Rashaan Melvin,NE,0
2015,DEF,Whitney Mercilus,Hou,12
2015,DEF,Jack Mewhort,Ind,0
2015,DEF,Bruce Miller,SF,0
2015,DEF,Heath Miller,Pit,0
2015,DEF,Roy Miller,Jax,4
2015,DEF,Von Miller,Den,11
2015,DEF,Dee Milliner,NYJ,0
2015,DEF,Jeremy Mincey,Dal,0
2015,DEF,Kevin Minter,Ari,0.5
2015,DEF,Koa Misi,Mia,0
2015,DEF,Earl Mitchell,Mia,0
2015,DEF,Arthur Moats,Pit,4
2015,DEF,Mike Mohamed,NO,0
2015,DEF,Donte Moncrief,Ind,0
2015,DEF,Eugene Monroe,Bal,0
2015,DEF,Damontre Moore,NYG,4
2015,DEF,Kellen Moore,Dal,0
2015,DEF,Lance Moore,Det,0
2015,DEF,Marlon Moore,Cle,0
2015,DEF,Sio Moore,Ind,0
2015,DEF,Corey Moore,Hou,0
2015,DEF,Derrick Morgan,Ten,4.5
2015,DEF,Michael Morgan,Sea,1
2015,DEF,Darryl Morris,Hou,0
2015,DEF,Alfred Morris,Was,0
2015,DEF,James Morris,NYG,0
2015,DEF,Mitch Morse,KC,0
2015,DEF,Thomas Morstead,NO,0
2015,DEF,Dezman Moses,KC,0
2015,DEF,C.J. Mosley,Mia,0
2015,DEF,C.J. Mosley,Bal,4
2015,DEF,Raheem Mostert,Bal,0
2015,DEF,Don Muhlbach,Det,0
2015,DEF,Andy Mulumba,GB,0
2015,DEF,Keith Mumphery,Hou,0
2015,DEF,Marcus Murphy,NO,0
2015,DEF,Trent Murphy,Was,3.5
2015,DEF,DeMarco Murray,Phi,0
2015,DEF,Latavius Murray,Oak,0
2015,DEF,Jason Myers,Jax,0
2015,DEF,Mike Neal,GB,4
2015,DEF,Kyle Nelson,SF,0
2015,DEF,Steven Nelson,KC,0
2015,DEF,Corey Nelson,Den,1
2015,DEF,J.J. Nelson,Ari,0
2015,DEF,Jonathan Newsome,Ind,1
2015,DEF,Cam Newton,Car,0
2015,DEF,Derek Newton,Hou,0
2015,DEF,Haloti Ngata,Det,2.5
2015,DEF,Troy Niklas,Ari,0
2015,DEF,Rob Ninkovich,NE,6.5
2015,DEF,Roosevelt Nix,Pit,0
2015,DEF,Jordan Norwood,Den,0
2015,DEF,Kevin Norwood,Car,0
2015,DEF,Nick Novak,Hou,0
2015,DEF,Mike Nugent,Cin,0
2015,DEF,Rakeem Nunez-Roches,KC,0
2015,DEF,Pat O'Donnell,Chi,0
2015,DEF,James O'Shaughnessy,KC,0
2015,DEF,Owamagbe Odighizuwa,NYG,0
2015,DEF,Jared Odrick,Jax,5.5
2015,DEF,Alec Ogletree,Stl,2
2015,DEF,Alex Okafor,Ari,2
2015,DEF,Earl Okine,Ind,0
2015,DEF,Jamize Olawale,Oak,0
2015,DEF,Branden Oliver,SD,0
2015,DEF,Greg Olsen,Car,0
2015,DEF,Patrick Omameh,Chi,0
2015,DEF,Brian Orakpo,Ten,7
2015,DEF,Leon Orr,Oak,0
2015,DEF,Zach Orr,Bal,1
2015,DEF,Matt Overton,Ind,0
2015,DEF,Chris Owens,NO,0
2015,DEF,Calvin Pace,NYJ,3
2015,DEF,Stephen Paea,Was,1.5
2015,DEF,Jeoffrey Pagan,Hou,0
2015,DEF,Carson Palmer,Ari,0
2015,DEF,Nate Palmer,GB,1
2015,DEF,Matt Paradis,Den,0
2015,DEF,DeVante Parker,Mia,0
2015,DEF,Jermey Parnell,Jax,0
2015,DEF,David Parry,Ind,1
2015,DEF,Austin Pasztor,Cle,0
2015,DEF,Tyler Patmon,Dal,0
2015,DEF,Eric Patterson,Stl,0
2015,DEF,Quinton Patton,SF,0
2015,DEF,Spencer Paysinger,Mia,0
2015,DEF,Cedric Peerman,Cin,0
2015,DEF,Domata Peko,Cin,5
2015,DEF,Donald Penn,Oak,0
2015,DEF,Mike Pennel,GB,1
2015,DEF,Julius Peppers,GB,10.5
2015,DEF,Nick Perry,GB,3.5
2015,DEF,Denzel Perryman,SD,2
2015,DEF,Brian Peters,Hou,0
2015,DEF,Jason Peters,Phi,0
2015,DEF,Brandon Pettigrew,Det,0
2015,DEF,John Phillips,SD,0
2015,DEF,Jordan Phillips,Mia,2
2015,DEF,Kenny Phillips,NO,0
2015,DEF,Dashaun Phillips,Was,0
2015,DEF,Darius Philon,SD,0
2015,DEF,Bernard Pierce,Jax,0
2015,DEF,Kevin Pierre-Louis,Sea,0
2015,DEF,Jason Pierre-Paul,NYG,1
2015,DEF,Bradley Pinion,SF,0
2015,DEF,Eric Pinkins,Sea,0
2015,DEF,Ropati Pitoitua,Ten,0
2015,DEF,Terrance Plummer,Was,0
2015,DEF,Dontari Poe,KC,1
2015,DEF,Chris Polk,Hou,0
2015,DEF,Mike Pouncey,Mia,0
2015,DEF,Bilal Powell,NYJ,0
2015,DEF,Sheldon Price,Ind,0
2015,DEF,Jay Prosch,Hou,0
2015,DEF,Chris Prosinski,Chi,1
2015,DEF,MyCole Pruitt,Min,0
2015,DEF,Justin Pugh,NYG,0
2015,DEF,Hayes Pullard,Jax,0
2015,DEF,Mike Purcell,SF,1
2015,DEF,Tanner Purdum,NYJ,0
2015,DEF,Robert Quinn,Stl,5
2015,DEF,Bobby Rainey,TB,0
2015,DEF,B.J. Raji,GB,0.5
2015,DEF,Manuel Ramirez,Det,0
2015,DEF,Jay Ratliff,Chi,0
2015,DEF,Shane Ray,Den,4
2015,DEF,Keith Reaser,SF,0
2015,DEF,Kevin Reddick,Buf,0
2015,DEF,Marcel Reece,Oak,0
2015,DEF,Brooks Reed,Atl,0
2015,DEF,Jordan Reed,Was,0
2015,DEF,Caraun Reid,Det,2
2015,DEF,Eric Reid,SF,1
2015,DEF,Jah Reid,KC,0
2015,DEF,Riley Reiff,Det,0
2015,DEF,Trevor Reilly,NYJ,1
2015,DEF,Joe Reitz,Ind,0
2015,DEF,Mike Remmers,Car,0
2015,DEF,LaRoy Reynolds,Jax,0
2015,DEF,Chase Reynolds,Stl,0
2015,DEF,Garrett Reynolds,Stl,0
2015,DEF,Demetrius Rhaney,Stl,0
2015,DEF,Jordan Richards,NE,0
2015,DEF,Sean Richardson,GB,0
2015,DEF,Sheldon Richardson,NYJ,5
2015,DEF,Theo Riddick,Det,0
2015,DEF,Cody Riggs,Ten,0
2015,DEF,Aaron Ripkowski,GB,0
2015,DEF,Mychal Rivera,Oak,0
2015,DEF,Marcus Roberson,Stl,0
2015,DEF,Seth Roberts,Oak,0
2015,DEF,Nickell Robey,Buf,1
2015,DEF,Allen Robinson,Jax,0
2015,DEF,Denard Robinson,Jax,0
2015,DEF,Edmond Robinson,Min,0
2015,DEF,Greg Robinson,Stl,0
2015,DEF,Josh Robinson,Min,0
2015,DEF,Khiry Robinson,NO,0
2015,DEF,Brian Robison,Min,5
2015,DEF,Richard Rodgers,GB,0
2015,DEF,Aaron Rodgers,GB,0
2015,DEF,Jacquizz Rodgers,Chi,0
2015,DEF,Justin Rogers,Was,0
2015,DEF,Antrel Rolle,Chi,0
2015,DEF,Jumal Rolle,Hou,0
2015,DEF,Jeremy Ross,Bal,0
2015,DEF,Rashad Ross,Was,0
2015,DEF,Frostee Rucker,Ari,3
2015,DEF,Kyle Rudolph,Min,0
2015,DEF,Jake Ryan,GB,0
2015,DEF,Jon Ryan,Sea,0
2015,DEF,Matt Ryan,Atl,0
2015,DEF,Rodger Saffold,Stl,0
2015,DEF,Greg Salas,Buf,0
2015,DEF,James Sample,Jax,0
2015,DEF,Garrison Sanborn,Buf,0
2015,DEF,Emmanuel Sanders,Den,0
2015,DEF,Bishop Sankey,Ten,0
2015,DEF,Cairo Santos,KC,0
2015,DEF,Mohamed Sanu,Cin,0
2015,DEF,De'Ante Saunders,Cle,0
2015,DEF,Brandon Scherff,Was,0
2015,DEF,Colton Schmidt,Buf,0
2015,DEF,Michael Schofield,Den,0
2015,DEF,O'Brien Schofield,Atl,2
2015,DEF,Ryan Schraeder,Atl,0
2015,DEF,Mitchell Schwartz,Cle,0
2015,DEF,Geoff Schwartz,NYG,0
2015,DEF,Mike Scifres,SD,0
2015,DEF,Greg Scruggs,Chi,1
2015,DEF,George Selvie,NYG,1
2015,DEF,Josh Shaw,Cin,0
2015,DEF,Jabaal Sheard,NE,8
2015,DEF,Danny Shelton,Cle,0
2015,DEF,Russell Shepard,TB,0
2015,DEF,Kelvin Sheppard,Mia,0
2015,DEF,Marcus Sherels,Min,0
2015,DEF,Anthony Sherman,KC,0
2015,DEF,Josh Shirley,TB,0
2015,DEF,Kawann Short,Car,11
2015,DEF,Sealver Siliga,NE,0
2015,DEF,John Simon,Hou,5
2015,DEF,Pat Sims,Cin,0
2015,DEF,Charles Sims,TB,0
2015,DEF,Dion Sims,Mia,0
2015,DEF,Shayne Skov,SF,0
2015,DEF,Dan Skuta,Jax,1.5
2015,DEF,Matt Slater,NE,0
2015,DEF,Matthew Slauson,Chi,0
2015,DEF,D'Joun Smith,Ind,0
2015,DEF,Aldon Smith,Oak,3.5
2015,DEF,Torrey Smith,SF,0
2015,DEF,Alex Smith,KC,0
2015,DEF,Tye Smith,Sea,0
2015,DEF,Jacquies Smith,TB,7
2015,DEF,Antonio Smith,Den,2.5
2015,DEF,Chris Smith,Jax,0.5
2015,DEF,D'Anthony Smith,Chi,0
2015,DEF,Za'Darius Smith,Bal,5.5
2015,DEF,Marcus Smith,Phi,1.5
2015,DEF,Preston Smith,Was,8
2015,DEF,Devin Smith,NYJ,0
2015,DEF,Derron Smith,Cin,0
2015,DEF,Willie Snead,NO,0
2015,DEF,Paul Soliai,Atl,0
2015,DEF,Scott Solomon,Cle,0
2015,DEF,Daniel Sorensen,KC,1
2015,DEF,Dezmen Southward,Atl,0
2015,DEF,Martrell Spaight,Was,0
2015,DEF,Quinton Spain,Ten,0
2015,DEF,Akeem Spence,TB,1
2015,DEF,Sean Spence,Pit,1
2015,DEF,Evan Spencer,TB,0
2015,DEF,Darren Sproles,Phi,0
2015,DEF,Damion Square,SD,0
2015,DEF,Zac Stacy,NYJ,0
2015,DEF,Daimion Stafford,Ten,1
2015,DEF,Matthew Stafford,Det,0
2015,DEF,Joe Staley,SF,0
2015,DEF,Drew Stanton,Ari,0
2015,DEF,Justin Staples,Ten,0
2015,DEF,James Starks,GB,0
2015,DEF,Randy Starks,Cle,1
2015,DEF,Tyler Starr,Atl,0
2015,DEF,Shamar Stephen,Min,0
2015,DEF,Neal Sterling,Jax,0
2015,DEF,Tony Steward,Buf,0
2015,DEF,Jonathan Stewart,Car,0
2015,DEF,Ed Stinson,Ari,1
2015,DEF,Luke Stocker,TB,0
2015,DEF,Bryan Stork,NE,0
2015,DEF,Devin Street,Dal,0
2015,DEF,Darrell Stuckey,SD,1
2015,DEF,Nathan Stupar,Atl,1
2015,DEF,Ndamukong Suh,Mia,6
2015,DEF,Nick Sundberg,Was,0
2015,DEF,Phillip Supernaw,Ten,0
2015,DEF,Will Sutton,Chi,0
2015,DEF,Damian Swann,NO,0
2015,DEF,Travis Swanson,Det,0
2015,DEF,D.J. Swearinger,TB,0
2015,DEF,Lorenzo Taliaferro,Bal,0
2015,DEF,Jacob Tamme,Atl,0
2015,DEF,Keith Tandy,TB,1
2015,DEF,Ryan Tannehill,Mia,0
2015,DEF,Darryl Tapp,Det,2
2015,DEF,Brandon Tate,Cin,0
2015,DEF,J.R. Tavai,Ten,1
2015,DEF,Stepfan Taylor,Ari,0
2015,DEF,Cooper Taylor,NYG,0
2015,DEF,Devin Taylor,Det,7
2015,DEF,Jamar Taylor,Mia,0
2015,DEF,Steven Terrell,Sea,0
2015,DEF,Adam Thielen,Min,0
2015,DEF,Joe Thomas,Cle,0
2015,DEF,Josh Thomas,Ind,0
2015,DEF,Joe Thomas,GB,1
2015,DEF,J.T. Thomas,NYG,0
2015,DEF,Michael Thomas,Mia,0
2015,DEF,Cam Thomas,Pit,0
2015,DEF,Robert Thomas,Mia,0
2015,DEF,Dallas Thomas,Mia,0
2015,DEF,Shamarko Thomas,Pit,0
2015,DEF,Demaryius Thomas,Den,0
2015,DEF,Kenbrell Thompkins,NYJ,0
2015,DEF,Brandon Thompson,Cin,0.5
2015,DEF,Carlos Thompson,Hou,0
2015,DEF,Juwan Thompson,Den,0
2015,DEF,Peyton Thompson,Jax,0.5
2015,DEF,Shaq Thompson,Car,1
2015,DEF,Hugh Thornton,Ind,0
2015,DEF,Cedric Thornton,Phi,1
2015,DEF,Khyri Thornton,Det,0
2015,DEF,John Timu,Chi,0
2015,DEF,Carson Tinker,Jax,0
2015,DEF,Zurlon Tipton,Ind,0
2015,DEF,Matt Tobin,Phi,0
2015,DEF,Jordan Todman,Pit,0
2015,DEF,Levine Toilolo,Atl,0
2015,DEF,Mike Tolbert,Car,0
2015,DEF,Greg Toler,Ind,0
2015,DEF,Laken Tomlinson,Det,0
2015,DEF,Korey Toomer,Oak,0
2015,DEF,Fitzgerald Toussaint,Pit,0
2015,DEF,Brynden Trawick,Bal,0
2015,DEF,J.C. Tretter,GB,0
2015,DEF,Jordan Tripp,Jax,0
2015,DEF,Jason Trusnik,Min,0
2015,DEF,Justin Tuck,Oak,1
2015,DEF,Justin Tucker,Bal,0
2015,DEF,Justin Tuggle,Hou,0
2015,DEF,Will Tukuafu,Sea,0
2015,DEF,Stephen Tulloch,Det,1
2015,DEF,Robert Turbin,Dal,0
2015,DEF,Billy Turner,Mia,0
2015,DEF,Trai Turner,Car,0
2015,DEF,Will Tye,NYG,0
2015,DEF,Max Unger,NO,0
2015,DEF,Mitch Unrein,SD,1
2015,DEF,Courtney Upshaw,Bal,2
2015,DEF,Brent Urban,Bal,1
2015,DEF,C.J. Uzomah,Cin,0
2015,DEF,Kenny Vaccaro,NO,3
2015,DEF,Kyle Van Noy,Det,1
2015,DEF,Tyler Varga,Ind,0
2015,DEF,Cassius Vaughn,SD,0
2015,DEF,Ross Ventrone,Pit,0
2015,DEF,Shane Vereen,NYG,0
2015,DEF,Olivier Vernon,Mia,7.5
2015,DEF,Zach Vigil,Mia,0
2015,DEF,Alejandro Villanueva,Pit,0
2015,DEF,Trevin Wade,NYG,0
2015,DEF,Bobby Wagner,Sea,0.5
2015,DEF,Ricky Wagner,Bal,0
2015,DEF,Cameron Wake,Mia,7
2015,DEF,Erik Walden,Ind,3
2015,DEF,Clive Walford,Oak,0
2015,DEF,Casey Walker,Dal,0
2015,DEF,Tray Walker,Bal,0
2015,DEF,Delanie Walker,Ten,0
2015,DEF,Tyrunn Walker,Det,0
2015,DEF,Vance Walker,Den,2
2015,DEF,Mike Wallace,Min,0
2015,DEF,Darren Waller,Bal,0
2015,DEF,Darrin Walls,NYJ,0
2015,DEF,Bryan Walters,Jax,0
2015,DEF,J.D. Walton,SD,0
2015,DEF,T.J. Ward,Den,2
2015,DEF,Demarcus Ware,Den,7.5
2015,DEF,Spencer Ware,KC,0
2015,DEF,Chance Warmack,Ten,0
2015,DEF,Tony Washington,Jax,0
2015,DEF,Nate Washington,Hou,0
2015,DEF,Jaylen Watkins,Phi,0
2015,DEF,Benjamin Watson,NO,0
2015,DEF,Dekoda Watson,NE,0
2015,DEF,J.J. Watt,Hou,17.5
2015,DEF,Brandon Watts,Min,0
2015,DEF,Tress Way,Was,0
2015,DEF,Trae Waynes,Min,0
2015,DEF,Sean Weatherspoon,Ari,0
2015,DEF,J'Marcus Webb,Oak,0
2015,DEF,Joe Webb,Car,0
2015,DEF,Kayvon Webster,Den,0
2015,DEF,Eric Weddle,SD,0.5
2015,DEF,Jonathan Weeks,Hou,0
2015,DEF,Eric Weems,Atl,0
2015,DEF,Bjoern Werner,Ind,0
2015,DEF,Charcandrick West,KC,0
2015,DEF,Terrance West,Ten,0
2015,DEF,Ethan Westbrooks,Stl,2
2015,DEF,Griff Whalen,Ind,0
2015,DEF,Markus Wheaton,Pit,0
2015,DEF,Philip Wheeler,Atl,1
2015,DEF,Corey White,Dal,0
2015,DEF,DeAndrew White,SF,0
2015,DEF,Roddy White,Atl,0
2015,DEF,Nikita Whitlock,NYG,1
2015,DEF,Donte Whitner,Cle,1.5
2015,DEF,Fozzy Whittaker,Car,0
2015,DEF,Cody Wichmann,Stl,0
2015,DEF,Kenny Wiggins,SD,0
2015,DEF,Kyle Wilber,Dal,0
2015,DEF,Vince Wilfork,Hou,0
2015,DEF,Muhammad Wilkerson,NYJ,12
2015,DEF,Maxx Williams,Bal,0
2015,DEF,Ian Williams,SF,1
2015,DEF,Trent Williams,Was,0
2015,DEF,Michael Williams,NE,0
2015,DEF,Kevin Williams,NO,0
2015,DEF,Brandon Williams,Bal,2
2015,DEF,Terrance Williams,Dal,0
2015,DEF,Nicholas Williams,KC,0
2015,DEF,Kerwynn Williams,Ari,0
2015,DEF,Cary Williams,Sea,1
2015,DEF,Tyrell Williams,SD,0
2015,DEF,Nick Williams,Atl,0
2015,DEF,K'Waun Williams,Cle,1
2015,DEF,Brandon Williams,Mia,0
2015,DEF,Vince Williams,Pit,0.5
2015,DEF,Kyle Williams,Buf,1
2015,DEF,Dan Williams,Oak,1
2015,DEF,Xavier Williams,Ari,0
2015,DEF,Leonard Williams,NYJ,3
2015,DEF,Damien Williams,Mia,0
2015,DEF,Sylvester Williams,Den,3
2015,DEF,DeAngelo Williams,Pit,0
2015,DEF,Teddy Williams,Car,0
2015,DEF,Mario Williams,Buf,5
2015,DEF,Duke Williams,Buf,1
2015,DEF,Andre Williams,NYG,0
2015,DEF,Luke Willson,Sea,0
2015,DEF,Tavon Wilson,NE,0
2015,DEF,C.J. Wilson,Oak,1
2015,DEF,Damien Wilson,Dal,0
2015,DEF,Josh Wilson,Det,0.5
2015,DEF,Marquess Wilson,Chi,0
2015,DEF,Ramik Wilson,KC,0
2015,DEF,Russell Wilson,Sea,0
2015,DEF,Albert Wilson,KC,0
2015,DEF,Mike Windt,SD,0
2015,DEF,Brad Wing,NYG,0
2015,DEF,George Winn,Det,0
2015,DEF,Billy Winn,Ind,0
2015,DEF,Jameis Winston,TB,0
2015,DEF,Stefen Wisniewski,Jax,0
2015,DEF,Jason Witten,Dal,0
2015,DEF,Derek Wolfe,Den,5.5
2015,DEF,Cierre Wood,Buf,0
2015,DEF,Danny Woodhead,SD,0
2015,DEF,LaMarr Woodley,Ari,1
2015,DEF,Al Woods,Ten,0
2015,DEF,Robert Woods,Buf,0
2015,DEF,Wesley Woodyard,Ten,5
2015,DEF,Blidi Wreh-Wilson,Ten,0
2015,DEF,Tim Wright,Det,0
2015,DEF,Gabe Wright,Det,0
2015,DEF,Jarius Wright,Min,0
2015,DEF,Kendall Wright,Ten,0
2015,DEF,K.J. Wright,Sea,1
2015,DEF,Shareece Wright,Bal,0
2015,DEF,Major Wright,TB,0
2015,DEF,Kerry Wynn,NYG,0
2015,DEF,Marshal Yanda,Bal,0
2015,DEF,T.J. Yeldon,Jax,0
2015,DEF,Darrel Young,Was,0
2015,DEF,Zach Zenner,Det,0
2015,DEF,Frank Zombo,KC,3
2015,DEF,Greg Zuerlein,Stl,0
2014,DEF,Glover Quin,Det,0
2014,DEF,Tashaun Gipson,Cle,0
2014,DEF,Perrish Cox,SF,0
2014,DEF,Mike Adams,Ind,0
2014,DEF,Bruce Carter,Dal,1
2014,DEF,Brent Grimes,Mia,0
2014,DEF,Harrison Smith,Min,3
2014,DEF,Leodis McKelvin,Buf,0
2014,DEF,Quintin Demps,NYG,0
2014,DEF,Reggie Nelson,Cin,1.5
2014,DEF,Darryl Skrine,Cle,0
2014,DEF,Charles Woodson,Oak,1
2014,DEF,Rahim Moore,Den,0
2014,DEF,Kemal Ishmael,Atl,0
2014,DEF,Roman Harper,Car,1
2014,DEF,Nate Allen,Phi,1
2014,DEF,Ryan Mundy,Chi,1
2014,DEF,Chris Culliver,SF,0
2014,DEF,Aqib Talib,Den,1
2014,DEF,Johnthan Banks,TB,0
2014,DEF,Antoine Bethea,SF,1
2014,DEF,Vontae Davis,Ind,0
2014,DEF,Kyle Fuller,Chi,0
2014,DEF,Richard Sherman,Sea,0
2014,DEF,James Ihedigbo,Det,2
2014,DEF,Rashad Johnson,Ari,1
2014,DEF,Joe Haden,Cle,0
2014,DEF,Jason McCourty,Ten,0
2014,DEF,Tramon Williams,GB,0
2014,DEF,Christopher Conte,Chi,0
2014,DEF,Kurt Coleman,KC,0
2014,DEF,Jerraud Powers,Ari,1
2014,DEF,Desmond Trufant,Atl,0
2014,DEF,Robert Alford,Atl,0
2014,DEF,Josh Robinson,Min,0
2014,DEF,Adam Jones,Cin,0
2014,DEF,Jumal Rolle,Hou,0
2014,DEF,Patrick Peterson,Ari,1
2014,DEF,Dre Kirkpatrick,Cin,0
2014,DEF,Brandon Flowers,SD,0
2014,DEF,J.J. Wilcox,Dal,0
2014,DEF,Chris Harris,Den,1
2014,DEF,Brice McCain,Pit,0
2014,DEF,George Iloka,Cin,0
2014,DEF,Danny Lansanah,TB,1.5
2014,DEF,Stephon Gilmore,Buf,0
2014,DEF,Reshad Jones,Mia,1
2014,DEF,Antonio Cromartie,Ari,0
2014,DEF,Prince Amukamara,NYG,0
2014,DEF,Malcolm Jenkins,Phi,0
2014,DEF,Trumaine Johnson,Stl,0
2014,DEF,Da'Norris Searcy,Buf,0.5
2014,DEF,Antrel Rolle,NYG,0
2014,DEF,Kareem Jackson,Hou,0
2014,DEF,William Gay,Pit,0
2014,DEF,Casey Hayward,GB,0
2014,DEF,A.J. Bouye,Hou,0
2014,DEF,Eric Reid,SF,0
2014,DEF,Cary Williams,Phi,0
2014,DEF,Bashaud Breeland,Was,0
2014,DEF,Jamie Collins,NE,4
2014,DEF,E.J. Gaines,Stl,0
2014,DEF,Rolando McClain,Dal,1
2014,DEF,Darrelle Revis,NE,0
2014,DEF,Bradley Roby,Den,1
2014,DEF,Logan Ryan,NE,0
2014,DEF,Rodney McLeod,Stl,0
2014,DEF,Captain Munnerlyn,Min,0
2014,DEF,Michael Wilhoite,SF,0
2014,DEF,Keenan Lewis,NO,0
2014,DEF,Patrick Robinson,NO,0
2014,DEF,Orlando Scandrick,Dal,1
2014,DEF,Corey White,NO,1
2014,DEF,Tahir Whitehead,Det,0
2014,DEF,Robert McClain,Atl,1
2014,DEF,Emmanuel Lamur,Cin,0
2014,DEF,Brandian Ross,Oak,0
2014,DEF,Micah Hyde,GB,1
2014,DEF,Jaiquawn Jarrett,NYJ,1.5
2014,DEF,J.T. Thomas,Jax,0
2014,DEF,Chris Borland,SF,1
2014,DEF,Michael Griffin,Ten,3
2014,DEF,Haloti Ngata,Bal,2
2014,DEF,Wesley Woodyard,Ten,2.5
2014,DEF,Dwight Lowery,Atl,1
2014,DEF,Byron Maxwell,Sea,0
2014,DEF,C.J. Mosley,Bal,3
2014,DEF,Zack Bowman,NYG,0
2014,DEF,Darrin Walls,NYJ,0
2014,DEF,Dominique Rodgers-Cromartie,NYG,0
2014,DEF,Alterraun Verner,TB,0
2014,DEF,Cortez Allen,Pit,0
2014,DEF,Craig Robertson,Cle,0
2014,DEF,D.J. Swearinger,Hou,1
2014,DEF,Kendrick Lewis,Hou,0
2014,DEF,Jim Leonhard,Cle,1
2014,DEF,Darius Slay,Det,0
2014,DEF,Alec Ogletree,Stl,0
2014,DEF,Bacarri Rambo,Was,0
2014,DEF,Kenny Vaccaro,NO,1
2014,DEF,Greg Toler,Ind,1
2014,DEF,Barry Church,Dal,0
2014,DEF,Pierre Warren,NO,0
2014,DEF,T.J. Ward,Den,2
2014,DEF,Josh Norman,Car,0
2014,DEF,Sam Shields,GB,0
2014,DEF,Devin McCourty,NE,0
2014,DEF,Cassius Vaughn,Det,0
2014,DEF,Corey Graham,Buf,0
2014,DEF,Antoine Cason,Car,0
2014,DEF,Bruce Irvin,Sea,6.5
2014,DEF,Johnathan Joseph,Hou,0
2014,DEF,Julius Peppers,GB,7
2014,DEF,Janoris Jenkins,Stl,0
2014,DEF,Morris Claiborne,Dal,0
2014,DEF,Leonard Johnson,TB,0
2014,DEF,Dezmen Southward,Atl,1
2014,DEF,Leon Hall,Cin,0
2014,DEF,D.J. Hayden,Oak,0
2014,DEF,Phillip Adams,NYJ,0
2014,DEF,Akeem Ayers,Ten,4
2014,DEF,Alan Ball,Jax,0
2014,DEF,Bene Benwikere,Car,0
2014,DEF,Valentino Blake,Pit,0
2014,DEF,Brandon Boykin,Phi,0
2014,DEF,Nigel Bradham,Buf,2.5
2014,DEF,Preston Brown,Buf,0
2014,DEF,Craig Dahl,SF,0
2014,DEF,Karlos Dansby,Cle,3
2014,DEF,Alfonzo Dennard,NE,0
2014,DEF,Brandon Dixon,TB,0
2014,DEF,Dominique Easley,NE,1
2014,DEF,Larry Foote,Ari,2
2014,DEF,Brandon Ghee,Ten,0
2014,DEF,Josh Gordy,Ind,0
2014,DEF,Davon House,GB,0
2014,DEF,Demontre Hurst,Chi,0
2014,DEF,Luke Kuechly,Car,3
2014,DEF,Brandon Marshall,Den,2
2014,DEF,Sherrod Martin,Jax,0
2014,DEF,Bradley McDougald,TB,0
2014,DEF,Mike Mohamed,Hou,0
2014,DEF,Darryl Morris,Hou,0
2014,DEF,Xavier Rhodes,Min,0
2014,DEF,Keenan Robinson,Was,1.5
2014,DEF,DeMeco Ryans,Phi,0
2014,DEF,Tharold Simon,Sea,0
